OverviewPage,Team1,Team2,WinTeam,LossTeam,DateTime UTC,GameId,MatchId,N GameInMatch,Gamename,Team1Score,Team2Score,Winner,Gamelength,Gamelength Number,Team1Bans,Team2Bans,Team1Picks,Team2Picks,Team1Clouds,Team1Infernals,Team1Mountains,Team1Oceans,Team1Hextechs,Team1Chemtechs,Team1Elders,Team2Clouds,Team2Infernals,Team2Mountains,Team2Oceans,Team2Hextechs,Team2Chemtechs,Team2Elders,DateTime UTC__precision
2017 Season World Championship/Main Event,SK Telecom T1,EDward Gaming,SK Telecom T1,EDward Gaming,2017-10-15 08:36:00,2017 Season World Championship/Main Event_Day 8_6_1,2017 Season World Championship/Main Event_Day 8_6,1,Game 1,1,0,1,38:20,38.333333333333,"Caitlyn,Jarvan IV,Galio,Shen,Cho'Gath","Kalista,Kog'Maw,Xayah,Ryze,Jayce","Trundle,Sejuani,Orianna,Twitch,Janna","Maokai,Gragas,LeBlanc,Tristana,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,SK Telecom T1,Misfits Gaming,Misfits Gaming,SK Telecom T1,2017-10-20 09:42:00,2017 Season World Championship/Main Event_Quarterfinals_2_3,2017 Season World Championship/Main Event_Quarterfinals_2,3,Game 3,1,2,2,40:38,40.633333333333,"Blitzcrank,Janna,Xayah,Cho'Gath,Thresh","Kalista,Galio,Sejuani,LeBlanc,Caitlyn","Jayce,Gragas,Taliyah,Vayne,Lulu","Jarvan IV,Ivern,Orianna,Tristana,Leona",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,SK Telecom T1,Misfits Gaming,SK Telecom T1,Misfits Gaming,2017-10-20 05:14:00,2017 Season World Championship/Main Event_Quarterfinals_2_1,2017 Season World Championship/Main Event_Quarterfinals_2,1,Game 1,1,0,1,25:16,25.266666666667,"Orianna,Janna,Xayah,Gragas,Cho'Gath","Kalista,Lulu,Rakan,Twitch,Kog'Maw","Jayce,Sejuani,Galio,Caitlyn,Trundle","Rumble,Jarvan IV,Ryze,Tristana,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,SK Telecom T1,Misfits Gaming,SK Telecom T1,Misfits Gaming,2017-10-20 11:47:00,2017 Season World Championship/Main Event_Quarterfinals_2_5,2017 Season World Championship/Main Event_Quarterfinals_2,5,Game 5,3,2,1,37:47,37.783333333333,"Orianna,Xayah,Lulu,Karma,Cho'Gath","Kalista,Galio,Janna,Trundle,Braum","Jayce,Jarvan IV,Taliyah,Tristana,Tahm Kench","Shen,Sejuani,Syndra,Varus,Thresh",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,SK Telecom T1,Royal Never Give Up,SK Telecom T1,Royal Never Give Up,2017-10-28 08:43:00,2017 Season World Championship/Main Event_Semifinals_1_2,2017 Season World Championship/Main Event_Semifinals_1,2,Game 2,1,1,1,30:46,30.766666666667,"Jarvan IV,Janna,Tristana,Shen,Cho'Gath","Kalista,Jayce,Sejuani,Karma,Orianna","Camille,Gragas,Galio,Varus,Leona","Gnar,Nocturne,Malzahar,Twitch,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,SK Telecom T1,Royal Never Give Up,SK Telecom T1,Royal Never Give Up,2017-10-28 10:22:00,2017 Season World Championship/Main Event_Semifinals_1_4,2017 Season World Championship/Main Event_Semifinals_1,4,Game 4,2,2,1,32:47,32.783333333333,"Sejuani,Janna,Tristana,Shen,Cho'Gath","Kalista,Jayce,Rakan,Ezreal,Nidalee","Gnar,Gragas,Galio,Kog'Maw,Lulu","Rumble,Jarvan IV,Ryze,Twitch,Soraka",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Cloud9,Cloud9,Team WE,2017-10-22 10:19:00,2017 Season World Championship/Main Event_Quarterfinals_4_3,2017 Season World Championship/Main Event_Quarterfinals_4,3,Game 3,1,2,2,24:56,24.933333333333,"Orianna,Ezreal,Galio,Syndra,Shen","Kalista,Sejuani,Xayah,Gragas,Rek'Sai","Cho'Gath,Maokai,Jayce,Caitlyn,Lulu","Singed,Jarvan IV,Taliyah,Tristana,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Cloud9,Team WE,Cloud9,2017-10-22 05:01:00,2017 Season World Championship/Main Event_Quarterfinals_4_1,2017 Season World Championship/Main Event_Quarterfinals_4,1,Game 1,1,0,1,54:10,54.166666666667,"Ezreal,Syndra,Galio,Gnar,Orianna","Kalista,Sejuani,Xayah,Jayce,Lucian","Cho'Gath,Gragas,Corki,Kog'Maw,Janna","Shen,Jarvan IV,Aurelion Sol,Caitlyn,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Cloud9,Team WE,Cloud9,2017-10-22 12:01:00,2017 Season World Championship/Main Event_Quarterfinals_4_5,2017 Season World Championship/Main Event_Quarterfinals_4,5,Game 5,3,2,1,33:07,33.116666666667,"Tristana,Ezreal,Jarvan IV,Singed,Syndra","Kalista,Rumble,Xayah,Cho'Gath,Jayce","Gnar,Gragas,Galio,Kog'Maw,Janna","Shen,Sejuani,Orianna,Caitlyn,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Flash Wolves,Team WE,Flash Wolves,2017-10-08 06:44:00,2017 Season World Championship/Main Event_Day 4_1_1,2017 Season World Championship/Main Event_Day 4_1,1,Game 1,1,0,1,32:25,32.416666666667,"Corki,Lulu,Rakan,Orianna,Syndra","Kalista,Kog'Maw,Xayah,Sejuani,LeBlanc","Rumble,Gragas,Galio,Twitch,Janna","Shen,Jarvan IV,Vladimir,Tristana,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Misfits Gaming,Team WE,Misfits Gaming,2017-10-06 08:22:00,2017 Season World Championship/Main Event_Day 2_2_1,2017 Season World Championship/Main Event_Day 2_2,1,Game 1,1,0,1,26:55,26.916666666667,"Orianna,Blitzcrank,Gnar,Syndra,Galio","Kalista,Rakan,Kog'Maw,Cassiopeia,Lucian","Maokai,Jarvan IV,LeBlanc,Xayah,Janna","Cho'Gath,Sejuani,Corki,Tristana,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Samsung Galaxy,Samsung Galaxy,Team WE,2017-10-29 09:23:00,2017 Season World Championship/Main Event_Semifinals_2_3,2017 Season World Championship/Main Event_Semifinals_2,3,Game 3,1,2,2,36:44,36.733333333333,"Sejuani,Galio,Lulu,Gnar,Malzahar","Kalista,Janna,Rakan,Kassadin,Rumble","Cho'Gath,Jarvan IV,Orianna,Tristana,Karma","Shen,Gragas,Taliyah,Varus,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,Samsung Galaxy,Team WE,Samsung Galaxy,2017-10-29 07:08:00,2017 Season World Championship/Main Event_Semifinals_2_1,2017 Season World Championship/Main Event_Semifinals_2,1,Game 1,1,0,1,27:29,27.483333333333,"Sejuani,Galio,Lulu,Orianna,Gnar","Kalista,Janna,Kog'Maw,Jayce,Cho'Gath","Shen,Gragas,Kassadin,Xayah,Rakan","Kennen,Jarvan IV,Taliyah,Tristana,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,Team WE,TSM,Team WE,TSM,2017-10-14 05:04:00,2017 Season World Championship/Main Event_Day 7_2_1,2017 Season World Championship/Main Event_Day 7_2,1,Game 1,1,0,1,24:12,24.2,"Tristana,Rakan,Gragas,Gnar,Syndra","Kalista,Galio,Kog'Maw,Shen,Lucian","Rumble,Sejuani,Jayce,Caitlyn,Janna","Cho'Gath,Jarvan IV,Ryze,Twitch,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,TSM,Flash Wolves,Flash Wolves,TSM,2017-10-14 07:47:00,2017 Season World Championship/Main Event_Day 7_5_1,2017 Season World Championship/Main Event_Day 7_5,1,Game 1,0,1,2,24:26,24.433333333333,"Ezreal,Galio,Xayah,Lucian,Jayce","Kalista,Gnar,Jarvan IV,Ryze,LeBlanc","Cho'Gath,Gragas,Cassiopeia,Tristana,Lulu","Renekton,Sejuani,Corki,Kog'Maw,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,TSM,Misfits Gaming,TSM,Misfits Gaming,2017-10-14 06:42:00,2017 Season World Championship/Main Event_Day 7_4_1,2017 Season World Championship/Main Event_Day 7_4,1,Game 1,1,0,1,39:56,39.933333333333,"Orianna,Varus,Janna,Shen,Syndra","Kalista,Tristana,Lulu,LeBlanc,Galio","Gnar,Sejuani,Cassiopeia,Twitch,Rakan","Yasuo,Jarvan IV,Ryze,Xayah,Blitzcrank",,,,,,,,,,,,,,,0
2017 Season World Championship/Main Event,TSM,Team WE,TSM,Team WE,2017-10-07 06:46:00,2017 Season World Championship/Main Event_Day 3_1_1,2017 Season World Championship/Main Event_Day 3_1,1,Game 1,1,0,1,34:18,34.3,"Ezreal,Galio,Janna,Cassiopeia,LeBlanc","Kalista,Jarvan IV,Lulu,Gnar,Ryze","Cho'Gath,Gragas,Corki,Tristana,Rakan","Shen,Sejuani,Syndra,Xayah,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Cloud9,Dire Wolves,Cloud9,Dire Wolves,2017-09-24 06:50:00,2017 Season World Championship/Play-In_Day 2_3_1,2017 Season World Championship/Play-In_Day 2_3,1,Game 1,1,0,1,25:51,25.85,"Tristana,Jayce,Jax,Braum,Morgana","Galio,Xayah,Maokai,LeBlanc,Orianna","Cho'Gath,Ezreal,Syndra,Kalista,Rakan","Jarvan IV,Sejuani,Vladimir,Ashe,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Cloud9,Lyon Gaming (2013 Latin American Team),Cloud9,Lyon Gaming (2013 Latin American Team),2017-09-28 02:55:00,2017 Season World Championship/Play-In_Round 2_1_1,2017 Season World Championship/Play-In_Round 2_1,1,Game 1,1,0,1,24:47,24.783333333333,"Braum,Maokai,Galio,Jayce,Jax","Rakan,Jarvan IV,Cho'Gath,Ryze,Corki","Gnar,Gragas,Orianna,Kalista,Thresh","Camille,Sejuani,Syndra,Tristana,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Cloud9,Lyon Gaming (2013 Latin American Team),Cloud9,Lyon Gaming (2013 Latin American Team),2017-09-28 05:13:00,2017 Season World Championship/Play-In_Round 2_1_3,2017 Season World Championship/Play-In_Round 2_1,3,Game 3,3,0,1,27:35,27.583333333333,"Braum,Maokai,Galio,Lee Sin,Syndra","Jarvan IV,Kalista,Xayah,Thresh,Rakan","Shen,Sejuani,Orianna,Twitch,Janna","Cho'Gath,Zac,Jayce,Tristana,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Cloud9,Team oNe eSports,Cloud9,Team oNe eSports,2017-09-23 06:27:00,2017 Season World Championship/Play-In_Day 1_2_1,2017 Season World Championship/Play-In_Day 1_2,1,Game 1,1,0,1,30:15,30.25,"Tristana,Sejuani,Kalista,Trundle,Dr. Mundo","Elise,Thresh,Syndra,Orianna,Jarvan IV","Galio,Rek'Sai,LeBlanc,Xayah,Rakan","Gnar,Nidalee,Lucian,Kog'Maw,Morgana",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Dire Wolves,Cloud9,Cloud9,Dire Wolves,2017-09-23 08:24:00,2017 Season World Championship/Play-In_Day 1_4_1,2017 Season World Championship/Play-In_Day 1_4,1,Game 1,0,1,2,27:51,27.85,"Maokai,Shen,Orianna,Thresh,Blitzcrank","Kalista,Rakan,Jayce,Tristana,Kog'Maw","Cho'Gath,Sejuani,Corki,Caitlyn,Karma","Jarvan IV,Nidalee,Galio,Xayah,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Dire Wolves,Team oNe eSports,Dire Wolves,Team oNe eSports,2017-09-23 10:15:00,2017 Season World Championship/Play-In_Day 1_6_1,2017 Season World Championship/Play-In_Day 1_6,1,Game 1,1,0,1,25:20,25.333333333333,"Rek'Sai,Rakan,Sejuani,Elise,Kassadin","Kalista,Jayce,Alistar,Kog'Maw,Karma","Rumble,Jarvan IV,Corki,Ashe,Morgana","Fiora,Jax,Orianna,Xayah,Braum",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Dire Wolves,Team oNe eSports,Team oNe eSports,Dire Wolves,2017-09-24 10:23:00,2017 Season World Championship/Play-In_Day 2_7_1,2017 Season World Championship/Play-In_Day 2_7,1,Game 1,0,1,2,29:26,29.433333333333,"Cassiopeia,Rakan,Braum,Galio,Dr. Mundo","Jarvan IV,Sejuani,Syndra,Morgana,Thresh","Rumble,Gragas,Corki,Kalista,Taric","Camille,Olaf,Aurelion Sol,Tristana,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fenerbahçe Esports,Hong Kong Attitude,Hong Kong Attitude,Fenerbahçe Esports,2017-09-26 08:30:00,2017 Season World Championship/Play-In_Day 4_5_1,2017 Season World Championship/Play-In_Day 4_5,1,Game 1,0,1,2,46:05,46.083333333333,"Kassadin,Rakan,Jarvan IV,Janna,Blitzcrank","Taliyah,Kalista,Cho'Gath,Kog'Maw,Xayah","Maokai,Sejuani,Orianna,Sivir,Lulu","Galio,Gragas,Syndra,Tristana,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fenerbahçe Esports,Rampage,Fenerbahçe Esports,Rampage,2017-09-26 06:40:00,2017 Season World Championship/Play-In_Day 4_3_1,2017 Season World Championship/Play-In_Day 4_3,1,Game 1,1,0,1,35:45,35.75,"Galio,Rakan,Sejuani,Orianna,Lucian","Kalista,Taliyah,Cho'Gath,Alistar,Rumble","Jarvan IV,Gragas,Cassiopeia,Tristana,Karma","Shen,Lee Sin,Syndra,Kog'Maw,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fenerbahçe Esports,Team oNe eSports,Fenerbahçe Esports,Team oNe eSports,2017-09-29 02:42:00,2017 Season World Championship/Play-In_Round 2_3_1,2017 Season World Championship/Play-In_Round 2_3,1,Game 1,1,0,1,28:36,28.6,"Olaf,Alistar,Galio,Varus,Twitch","Kog'Maw,Tristana,Rakan,Orianna,LeBlanc","Maokai,Gragas,Taliyah,Kalista,Morgana","Shen,Sejuani,Syndra,Xayah,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fenerbahçe Esports,Team oNe eSports,Fenerbahçe Esports,Team oNe eSports,2017-09-29 04:49:00,2017 Season World Championship/Play-In_Round 2_3_3,2017 Season World Championship/Play-In_Round 2_3,3,Game 3,2,1,1,42:22,42.366666666667,"Galio,Alistar,Jarvan IV,Thresh,Maokai","Taliyah,Kalista,Lulu,Kog'Maw,Cho'Gath","Gnar,Gragas,Syndra,Twitch,Janna","Sejuani,Olaf,LeBlanc,Tristana,Braum",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fenerbahçe Esports,Team oNe eSports,Fenerbahçe Esports,Team oNe eSports,2017-09-29 05:57:00,2017 Season World Championship/Play-In_Round 2_3_4,2017 Season World Championship/Play-In_Round 2_3,4,Game 4,3,1,1,26:42,26.7,"Alistar,Galio,Varus,Blitzcrank,Thresh","Taliyah,Kalista,Lulu,Syndra,Trundle","Jarvan IV,Gragas,Aurelion Sol,Kog'Maw,Janna","Maokai,Rek'Sai,Orianna,Tristana,Karma",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fnatic,Hong Kong Attitude,Fnatic,Hong Kong Attitude,2017-09-28 06:08:00,2017 Season World Championship/Play-In_Round 2_2_1,2017 Season World Championship/Play-In_Round 2_2,1,Game 1,1,0,1,34:06,34.1,"Syndra,Rakan,Jarvan IV,Rek'Sai,Zac","Kalista,Ryze,Sejuani,Galio,Cho'Gath","Maokai,Gragas,Cassiopeia,Xayah,Janna","Shen,Ezreal,Kassadin,Tristana,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fnatic,Hong Kong Attitude,Fnatic,Hong Kong Attitude,2017-09-28 07:07:00,2017 Season World Championship/Play-In_Round 2_2_2,2017 Season World Championship/Play-In_Round 2_2,2,Game 2,2,0,1,29:01,29.016666666667,"Syndra,Rakan,Jarvan IV,Kassadin,Corki","Kalista,Ryze,LeBlanc,Maokai,Orianna","Shen,Sejuani,Cassiopeia,Xayah,Karma","Rumble,Gragas,Jayce,Tristana,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fnatic,Hong Kong Attitude,Fnatic,Hong Kong Attitude,2017-09-28 07:59:00,2017 Season World Championship/Play-In_Round 2_2_3,2017 Season World Championship/Play-In_Round 2_2,3,Game 3,3,0,1,35:30,35.5,"Jarvan IV,Kassadin,Syndra,Corki,Shen","Kalista,Ryze,LeBlanc,Cassiopeia,Orianna","Galio,Gragas,Taliyah,Sivir,Rakan","Cho'Gath,Sejuani,Vladimir,Xayah,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fnatic,Kaos Latin Gamers,Fnatic,Kaos Latin Gamers,2017-09-25 07:06:00,2017 Season World Championship/Play-In_Day 3_3_1,2017 Season World Championship/Play-In_Day 3_3,1,Game 1,1,0,1,24:52,24.866666666667,"Sejuani,Kog'Maw,Jarvan IV,Taliyah,Orianna","Kalista,Nidalee,Syndra,Aurelion Sol,LeBlanc","Galio,Rek'Sai,Ryze,Xayah,Rakan","Shen,Elise,Cassiopeia,Tristana,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Fnatic,Young Generation,Young Generation,Fnatic,2017-09-26 09:37:00,2017 Season World Championship/Play-In_Day 4_6_1,2017 Season World Championship/Play-In_Day 4_6,1,Game 1,0,1,2,32:04,32.066666666667,"Rek'Sai,Kog'Maw,Jarvan IV,LeBlanc,Shen","Kalista,Xayah,Sejuani,Thresh,Rakan","Cho'Gath,Elise,Syndra,Tristana,Braum","Galio,Gragas,Kassadin,Varus,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Gambit Esports,Lyon Gaming (2013 Latin American Team),Lyon Gaming (2013 Latin American Team),Gambit Esports,2017-09-23 07:25:00,2017 Season World Championship/Play-In_Day 1_3_1,2017 Season World Championship/Play-In_Day 1_3,1,Game 1,0,1,2,33:23,33.383333333333,"Lucian,Galio,Alistar,Syndra,LeBlanc","Sejuani,Cassiopeia,Kalista,Kayn,Anivia","Camille,Gragas,Ryze,Xayah,Rakan","Jax,Maokai,Jayce,Tristana,Braum",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Gambit Esports,Team WE,Team WE,Gambit Esports,2017-09-23 09:16:00,2017 Season World Championship/Play-In_Day 1_5_1,2017 Season World Championship/Play-In_Day 1_5,1,Game 1,0,1,2,29:21,29.35,"Galio,Xayah,Alistar,LeBlanc,Lucian","Sejuani,Jarvan IV,Kalista,Brand,Thresh","Cho'Gath,Kayn,Anivia,Varus,Malzahar","Shen,Gragas,Jayce,Kog'Maw,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Hong Kong Attitude,Fenerbahçe Esports,Fenerbahçe Esports,Hong Kong Attitude,2017-09-26 10:33:00,2017 Season World Championship/Play-In_Day 4_7_1,2017 Season World Championship/Play-In_Day 4_7,1,Game 1,0,1,2,46:55,46.916666666667,"Taliyah,Cho'Gath,Rakan,Orianna,Shen","Jarvan IV,Alistar,Sejuani,Kog'Maw,Kalista","Galio,Gragas,Syndra,Varus,Blitzcrank","Maokai,Nidalee,Ekko,Tristana,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Hong Kong Attitude,Fenerbahçe Esports,Fenerbahçe Esports,Hong Kong Attitude,2017-09-25 07:54:00,2017 Season World Championship/Play-In_Day 3_4_1,2017 Season World Championship/Play-In_Day 3_4,1,Game 1,0,1,2,50:06,50.1,"Taliyah,Cho'Gath,Elise,Aurelion Sol,Trundle","Jarvan IV,Kalista,Sejuani,Kassadin,Shen","Maokai,Rek'Sai,Corki,Xayah,Janna","Galio,Gragas,Syndra,Tristana,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Hong Kong Attitude,Rampage,Hong Kong Attitude,Rampage,2017-09-26 04:44:00,2017 Season World Championship/Play-In_Day 4_1_1,2017 Season World Championship/Play-In_Day 4_1,1,Game 1,1,0,1,26:27,26.45,"Taliyah,Cho'Gath,Alistar,Corki,LeBlanc","Kalista,Rakan,Sejuani,Shen,Lulu","Galio,Jarvan IV,Syndra,Varus,Janna","Rumble,Rek'Sai,Lucian,Tristana,Braum",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Kaos Latin Gamers,Fnatic,Fnatic,Kaos Latin Gamers,2017-09-26 07:40:00,2017 Season World Championship/Play-In_Day 4_4_1,2017 Season World Championship/Play-In_Day 4_4,1,Game 1,0,1,2,26:46,26.766666666667,"Syndra,Rakan,Elise,Aurelion Sol,Ryze","Sejuani,Jarvan IV,Kalista,Taliyah,Cho'Gath","Shen,Gragas,Galio,Xayah,Lulu","Maokai,Rek'Sai,Orianna,Tristana,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Kaos Latin Gamers,Young Generation,Young Generation,Kaos Latin Gamers,2017-09-26 05:48:00,2017 Season World Championship/Play-In_Day 4_2_1,2017 Season World Championship/Play-In_Day 4_2,1,Game 1,0,1,2,30:08,30.133333333333,"Rek'Sai,Syndra,Elise,Gragas,Nidalee","Thresh,Kalista,Sejuani,Lulu,Janna","Galio,Jarvan IV,Karma,Kog'Maw,Alistar","Cho'Gath,Lee Sin,Corki,Xayah,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Lyon Gaming (2013 Latin American Team),Cloud9,Cloud9,Lyon Gaming (2013 Latin American Team),2017-09-28 03:50:00,2017 Season World Championship/Play-In_Round 2_1_2,2017 Season World Championship/Play-In_Round 2_1,2,Game 2,0,2,2,61:49,61.816666666667,"Rakan,Gnar,Galio,Ryze,Thresh","Braum,Kalista,Jayce,Alistar,LeBlanc","Maokai,Jarvan IV,Orianna,Varus,Lulu","Cho'Gath,Sejuani,Syndra,Xayah,Janna",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Lyon Gaming (2013 Latin American Team),Gambit Esports,Lyon Gaming (2013 Latin American Team),Gambit Esports,2017-09-24 07:38:00,2017 Season World Championship/Play-In_Day 2_4_1,2017 Season World Championship/Play-In_Day 2_4,1,Game 1,1,0,1,35:19,35.316666666667,"Kayn,Anivia,Varus,Tristana,Shen","Maokai,Jayce,Sejuani,Orianna,Syndra","Camille,Jarvan IV,Galio,Kalista,Braum","Jax,Gragas,Cassiopeia,Jhin,Alistar",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Lyon Gaming (2013 Latin American Team),Team WE,Team WE,Lyon Gaming (2013 Latin American Team),2017-09-24 05:47:00,2017 Season World Championship/Play-In_Day 2_2_1,2017 Season World Championship/Play-In_Day 2_2,1,Game 1,0,1,2,40:04,40.066666666667,"Corki,Lucian,Kog'Maw,LeBlanc,Sejuani","Kalista,Alistar,Jarvan IV,Camille,Rek'Sai","Galio,Kha'Zix,Orianna,Xayah,Rakan","Maokai,Ezreal,Taliyah,Tristana,Taric",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Rampage,Fenerbahçe Esports,Fenerbahçe Esports,Rampage,2017-09-25 11:17:00,2017 Season World Championship/Play-In_Day 3_6_1,2017 Season World Championship/Play-In_Day 3_6,1,Game 1,0,1,2,26:48,26.8,"Taliyah,Rakan,Cho'Gath,Galio,Shen","Jarvan IV,Kalista,Sejuani,Karma,Trundle","Gnar,Rek'Sai,Corki,Tristana,Alistar","Maokai,Gragas,Syndra,Kog'Maw,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Rampage,Hong Kong Attitude,Hong Kong Attitude,Rampage,2017-09-25 06:15:00,2017 Season World Championship/Play-In_Day 3_2_1,2017 Season World Championship/Play-In_Day 3_2,1,Game 1,0,1,2,25:32,25.533333333333,"Kassadin,Shen,Jayce,Rumble,Corki","Taliyah,Kalista,Cho'Gath,Braum,Janna","Maokai,Sejuani,Orianna,Tristana,Soraka","Galio,Jarvan IV,Syndra,Xayah,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team oNe eSports,Cloud9,Cloud9,Team oNe eSports,2017-09-24 04:44:00,2017 Season World Championship/Play-In_Day 2_1_1,2017 Season World Championship/Play-In_Day 2_1,1,Game 1,0,1,2,22:15,22.25,"Jarvan IV,Syndra,LeBlanc,Rek'Sai,Corki","Olaf,Kalista,Dr. Mundo,Lucian,Trundle","Shen,Elise,Taliyah,Xayah,Alistar","Cho'Gath,Sejuani,Ryze,Tristana,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team oNe eSports,Dire Wolves,Team oNe eSports,Dire Wolves,2017-09-24 08:39:00,2017 Season World Championship/Play-In_Day 2_5_1,2017 Season World Championship/Play-In_Day 2_5,1,Game 1,1,0,1,37:33,37.55,"Syndra,Jayce,Jax,Gnar,Orianna","Xayah,Kalista,Olaf,Shen,Maokai","Galio,Sejuani,Cassiopeia,Tristana,Braum","Fiora,Jarvan IV,Corki,Varus,Morgana",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team oNe eSports,Fenerbahçe Esports,Team oNe eSports,Fenerbahçe Esports,2017-09-29 03:51:00,2017 Season World Championship/Play-In_Round 2_3_2,2017 Season World Championship/Play-In_Round 2_3,2,Game 2,1,1,1,38:11,38.183333333333,"Kog'Maw,Tristana,Taliyah,Orianna,Lucian","Olaf,Alistar,Kalista,Sejuani,Gragas","Maokai,Rek'Sai,Galio,Varus,Lulu","Cho'Gath,Jarvan IV,Corki,Xayah,Rakan",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team WE,Gambit Esports,Team WE,Gambit Esports,2017-09-24 09:36:00,2017 Season World Championship/Play-In_Day 2_6_1,2017 Season World Championship/Play-In_Day 2_6,1,Game 1,1,0,1,23:27,23.45,"Elise,Kayn,Jarvan IV,Janna,Lulu","Kalista,Galio,Shen,Ezreal,Nidalee","Rumble,Graves,LeBlanc,Vayne,Alistar","Cho'Gath,Sejuani,Yasuo,Kog'Maw,Nunu & Willump",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team WE,Lyon Gaming (2013 Latin American Team),Team WE,Lyon Gaming (2013 Latin American Team),2017-09-23 05:02:00,2017 Season World Championship/Play-In_Day 1_1_1,2017 Season World Championship/Play-In_Day 1_1,1,Game 1,1,0,1,47:10,47.166666666667,"Rek'Sai,Alistar,Tristana,Karma,Shen","Kalista,Sejuani,Jarvan IV,LeBlanc,Galio","Cho'Gath,Gragas,Corki,Xayah,Janna","Maokai,Lee Sin,Syndra,Kog'Maw,Braum",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team WE,Young Generation,Team WE,Young Generation,2017-09-29 06:52:00,2017 Season World Championship/Play-In_Round 2_4_1,2017 Season World Championship/Play-In_Round 2_4,1,Game 1,1,0,1,25:20,25.333333333333,"Rek'Sai,Syndra,Rakan,Lucian,Jayce","Sejuani,Kalista,Xayah,Thresh,Janna","Rumble,Jarvan IV,Galio,Kog'Maw,Taric","Cho'Gath,Gragas,Corki,Varus,Lulu",,,,,,,,,,,,,,,0
2017 Season World Championship/Play-In,Team WE,Young Generation,Team WE,Young Generation,2017-09-29 08:37:00,2017 Season World Championship/Play-In_Round 2_4_3,2017 Season World Championship/Play-In_Round 2_4,3,Game 3,3,0,1,26:18,26.3,"Rek'Sai,Syndra,Varus,Nidalee,Elise","Sejuani,Kalista,Jarvan IV,Rumble,Cho'Gath","Maokai,Gragas,Jayce,Xayah,Janna","Galio,Lee Sin,LeBlanc,Tristana,Rakan",,,,,,,,,,,,,,,0
